id,business_id,name,stars,review_count,postal_code,latitude,longtitude,is_open,comp_stars,comp_review_count,total_demand_score,missing_demand_score
100025,iSRTaT9WngzB8JJ2YKJUig,Mother's Restaurant,3.5,5185,70130,29.9490569,-90.0670492,t,3.4235148002483958,4831,19751,5431
113732,_ab50qdWOk0DdB6XOrBitw,Acme Oyster House,4,7568,70130,29.9542735,-90.0689651,t,4.1072043628013777,6968,30655,3498
112553,ac1AeYqs8Z4_e2X5M3if2A,Oceana Grill,4,7400,70130,29.956231,-90.067563,t,4.1439370078740157,6350,32065,3303
31034,VQcCL9PiNL_wkGf-uF3fjg,Royal House,4,5070,70130,29.95647323,-90.066386051,t,3.8028917712098660,4703,37385,2867
71146,XnQ84ylyAZwh-XfHGGNBbQ,Coop's Place,3.5,3157,70116,29.9601574248,-90.0598538142,t,3.5694444444444444,3096,11896,2843
31333,_C7QiQQc47AOEv4PE3Kong,Commander's Palace,4.5,4876,70130,29.9287354418,-90.0841956098,t,4.2961825362000878,4558,20969,2687
17900,DcBLYSvOuWcNReolRVr12A,Drago's Seafood Restaurant,3.5,3160,70140,29.9475628172,-90.0633108616,t,3.5804289544235925,2984,12266,2597
73097,VVH6k9-ycttH3TV_lk5WfQ,Willie Mae's Scotch House,4.5,3582,70119,29.9691953,-90.0789638,t,4.2321867321867322,3256,17345,2290
97332,6a4gLLFSgr-Q6CZXDLzBGQ,Cochon,4,4421,70130,29.9422803,-90.0672682,t,4.1795859412614348,4154,18858,2134
113606,bqFG0QJY9jj2m55OqAVHeA,Bourbon Street,3,390,70130,29.9596938142,-90.0679779053,t,3.2170329670329670,364,6168,2114
4498,GBTPC53ZrG1ZBY3DT8Mbcw,Luke,4,4554,70130,29.9507416316,-90.0704155423,t,4.1623990772779700,4335,19834,2070
86953,24f-qQokEN2UvBNHMWLm3A,Antoine's Restaurant,3.5,1460,70130,29.9567368,-90.0663924,t,3.2793791574279379,1353,5673,1967
42332,qb28j-FNX1_6xm7u372TZA,Gumbo Shop,4,3902,70116,29.9577089,-90.064537,t,3.8858190019734987,3547,15729,1965
20197,agK5cXwnBQozM2M-5kLvzw,Red Gravy,3.5,598,70130,29.9520107,-90.0686301,f,3.6389351081530782,601,3587,1907
126930,Y2Pfil51rNvTd_lFHwzb_g,Cafe Beignet on Royal Street,4,2688,70130,29.955294,-90.06707,t,3.7448046550290939,2406,11824,1890
64542,VaO-VW3e1kARkU9bP1E7Fw,Felix's Restaurant & Oyster Bar,4,3966,70130,29.9546804306,-90.0689453974,t,3.9700878155872667,3644,14586,1743
52708,6Ty-KKWq6hLZYW8DWEHYvg,Pat O'Brien’s,4,2367,70116,29.9581828,-90.0652974,t,3.9242556917688266,2284,16481,1680
117811,e5fCI12X_GLCST668S4ROA,The Court of Two Sisters,3.5,1827,70130,29.9576181,-90.0653889,t,3.4784537389100127,1578,6184,1649
48725,RLlOK2fL6xU1sfIPiP2QBw,Deanie's Seafood,3.5,2473,70112,29.955347,-90.069806,t,3.6554307116104869,2403,8952,1599
48237,EagkHaaC-kUozD3MPzbRIw,Stanley,4,2406,70116,29.958250171,-90.0629232394,t,3.8821989528795812,2292,11194,1564
147082,oBNrLz4EDhiscSlbOl8uAw,Ruby Slipper - New Orleans,4.5,5193,70130,29.951025,-90.067394,t,4.2530936259631100,4283,17576,1486
14296,D73evJ9PZKxO3E5TaThe3w,Superior Grill,3,510,70115,29.9269027,-90.0942815,t,3.0857142857142857,455,3890,1457
49367,ChlcxTEoWBQJXJ2Xb2vm5g,NOLA Restaurant,4,2417,70130,29.9555890874,-90.0650722308,t,3.9154518950437318,2401,8168,1367
87302,8BhNur6_XKLjCDvbhX2CNg,The Old Coffee Pot Restaurant,3.5,735,70130,29.9581581,-90.0651605,f,3.3962264150943396,742,3366,1367
111977,5O3vEISAkmh0lnArUBp_Cw,Crowne Plaza New Orleans French Quarter,2.5,724,70130,29.953922543,-90.0695266782,t,2.6493506493506494,693,3162,1336
73698,iwmW2mgcn2YdirXUHCsgXQ,Bourbon House,3.5,2026,70130,29.954618,-90.06918,t,3.5786608600979858,1837,6967,1300
118392,zljfjg_zTL3ceGi_Vr4OFw,Sheraton New Orleans Hotel,3,673,70130,29.9521458122,-90.0681066513,t,3.0906250000000000,640,4176,1252
116451,XScJI9exHgC0u_c3vmm1vQ,Harrah's New Orleans,3.5,691,70130,29.9481089763,-90.0655555353,t,3.3124042879019908,653,8589,1215
72357,qclZoDz3sjT7v5xOSj5P2Q,Lafitte's Blacksmith Shop Bar,4,1599,70116,29.9610325369,-90.0636187172,t,4.0706666666666667,1500,13324,1208
107305,-xaY1TlMf20Ol9QLcDSU6Q,French Market,3.5,692,70116,29.9590209,-90.0602077,t,3.6969230769230769,650,7448,1197
49619,gTC8IQ_i8zXytWSly3Ttvg,Cochon Butcher,4.5,3837,70130,29.9422358659,-90.0670981407,t,4.5000000000000000,3614,18842,1192
137188,DKtAKuOjI6vUAHhW4NR5UA,Mulate's,3,1210,70130,29.9445053429,-90.0650161295,t,3.1303236797274276,1174,4028,1192
51653,Bj7DL3SwmYHZYqPduAsa2w,Johnny's Po-Boys,3.5,1451,70130,29.9554051,-90.0644766,t,3.6633522727272727,1408,5856,1168
139564,yz0KWVamNhqiZGz7XTClzg,SoBou,4,1649,70130,29.9545040131,-90.0664367676,t,3.9565772669220945,1566,6915,1144
58212,t9LiapsQABwMQeiF1Czl6w,Port Of Call,4,1703,70116,29.964442,-90.061776,t,4.0273631840796020,1608,8010,1115
89609,NszFe9FGonnbHtGA2A_-Yw,Empress Hotel,1.5,87,70116,29.965437,-90.0675836,t,1.4567901234567901,81,1186,1106
